precinct,county,parish_name,rep_votes,dem_votes,total_votes,votes_needed,OBJECTID
3-15,22071,Orleans,17,133,150,21,2257
5-11,22071,Orleans,12,133,145,20,2347
5-3,22071,Orleans,38,133,171,24,2196
4,22077,Pointe Coupee,17,133,150,21,2469
15,22093,St. James,19,133,152,21,2759
2-3,22099,St. Martin,4,133,137,19,2904
411,22103,St. Tammany,592,133,725,100,3141
4-2A,22117,Washington,206,133,339,47,3532
4-2,22021,Caldwell,28,134,162,22,609
18,22051,Jefferson,327,134,461,64,1315
78,22055,Lafayette,543,134,677,93,1538
1-1,22057,Lafourche,346,134,480,66,1663
9-11,22071,Orleans,8,134,142,20,2050
C41,22079,Rapides,409,134,543,75,2496
6-2,22081,Red River,15,134,149,21,2587
1-2,22013,Bienville,112,135,247,34,278
77,22017,Caddo,451,135,586,81,471
7-1,22025,Catahoula,4,135,139,19,666
19-K,22051,Jefferson,383,135,518,71,1269
14-12,22071,Orleans,77,135,212,29,2154
16-9,22071,Orleans,9,135,144,20,2055
3-9,22071,Orleans,7,135,142,20,2105
4-18,22071,Orleans,244,135,379,52,2100
4-1,22075,Plaquemines,300,135,435,60,16188
36,22101,St. Mary,104,135,239,33,2977
44,22105,Tangipahoa,360,135,495,68,3207
21,22119,Webster,215,135,350,48,3550
5,22005,Ascension,348,136,484,67,112
58,22005,Ascension,222,136,358,49,138
2-2B,22009,Avoyelles,39,136,175,24,168
163,22017,Caddo,195,136,331,46,9753
310,22019,Calcasieu,128,136,264,36,567
326,22019,Calcasieu,310,136,446,62,490
338,22019,Calcasieu,286,136,422,58,544
42,22051,Jefferson,244,136,380,52,1316
83,22055,Lafayette,582,136,718,99,1539
106,22055,Lafayette,534,136,670,92,1558
4-1,22057,Lafourche,342,136,478,66,1686
1-3,22069,Natchitoches,28,136,164,23,1985
7-24,22071,Orleans,6,136,142,20,2314
C42,22079,Rapides,465,136,601,83,2509
1-10,22097,St. Landry,329,136,465,64,2845
60,22109,Terrebonne,181,136,317,44,3293
6-3A,22001,Acadia,137,137,274,38,56
28,22005,Ascension,107,137,244,34,145
2-7,22009,Avoyelles,21,137,158,22,187
2-2,22013,Bienville,56,137,193,27,286
2-13,22015,Bossier,100,137,237,33,288
109,22017,Caddo,592,137,729,101,402
6-2,22045,Iberia,171,137,308,43,1134
32,22051,Jefferson,332,137,469,65,1306
10-1,22059,La Salle,49,137,186,26,1720
14-13A,22071,Orleans,65,137,202,28,2253
6-1,22071,Orleans,60,137,197,27,2110
S25,22079,Rapides,213,137,350,48,2521
13,22087,St. Bernard,131,137,268,37,2694
11,22093,St. James,45,137,182,25,2756
7-7,22095,St. John the Baptist,75,137,212,29,13285
3-2,22125,West Feliciana,51,137,188,26,3617
6-6,22001,Acadia,3,138,141,19,19
12,22005,Ascension,479,138,617,85,91
53,22005,Ascension,95,138,233,32,119
1-44,22033,East Baton Rouge,62,138,200,28,813
1010,22039,Evangeline,43,138,181,25,1028
3-1,22075,Plaquemines,433,138,571,79,2453
2,22101,St. Mary,56,138,194,27,2993
409,22103,St. Tammany,216,138,354,49,3085
905,22103,St. Tammany,214,138,352,49,3031
1-33,22033,East Baton Rouge,166,139,305,42,928
29,22047,Iberville,179,139,318,44,1187
1-K,22051,Jefferson,492,139,631,87,1326
24-K,22051,Jefferson,3,139,142,20,1513
C37,22079,Rapides,607,139,746,103,2490
C38B,22079,Rapides,281,139,420,58,12327
45,22087,St. Bernard,6,139,145,20,2677
3-3,22089,St. Charles,290,139,429,59,2706
S10,22103,St. Tammany,280,139,419,58,3095
40,22109,Terrebonne,136,139,275,38,3328
363,22019,Calcasieu,737,140,877,121,580
3-1,22043,Grant,16,140,156,22,1100
13-6,22071,Orleans,47,140,187,26,2109
8-7,22071,Orleans,2,140,142,20,2145
41,22119,Webster,482,140,622,86,3561
4-10,22015,Bossier,461,141,602,83,334
313W,22019,Calcasieu,0,141,141,19,607
56,22051,Jefferson,220,141,361,50,1505
131,22051,Jefferson,16,141,157,22,1487
94,22055,Lafayette,497,141,638,88,1572
11-13,22071,Orleans,0,141,141,19,2131
305,22103,St. Tammany,170,141,311,43,3032
910,22103,St. Tammany,462,141,603,83,3104
2-18E,22015,Bossier,569,142,711,98,10082
123,22017,Caddo,393,142,535,74,431
1-4,22057,Lafourche,27,142,169,23,1668
4-2,22069,Natchitoches,0,142,142,20,1944
17-20,22071,Orleans,193,142,335,46,2062
5-9,22071,Orleans,6,142,148,20,2212
30,22087,St. Bernard,153,142,295,41,2693
202,22103,St. Tammany,390,142,532,73,3086
92,22017,Caddo,358,143,501,69,440
8-1,22025,Catahoula,77,143,220,30,653
3-54,22033,East Baton Rouge,42,143,185,26,937
13,22051,Jefferson,418,143,561,77,1255
30,22051,Jefferson,355,143,498,69,1263
185B,22051,Jefferson,102,143,245,34,1313
13-8,22071,Orleans,107,143,250,35,1993
14-1,22071,Orleans,61,143,204,28,2118
65A,22073,Ouachita,1,143,144,20,4633
5,22093,St. James,101,143,244,34,2767
6-1,22099,St. Martin,156,143,299,41,2919
9-2,22099,St. Martin,153,143,296,41,2945
403,22103,St. Tammany,303,143,446,62,3116
18,22005,Ascension,473,144,617,85,126
56,22017,Caddo,500,144,644,89,368
314,22019,Calcasieu,219,144,363,50,527
8,22027,Claiborne,47,144,191,26,694
34,22031,De Soto,58,144,202,28,757
59,22031,De Soto,26,144,170,23,763
1-17,22033,East Baton Rouge,20,144,164,23,864
34-K,22051,Jefferson,209,144,353,49,1404
4-22,22071,Orleans,177,144,321,44,2070
7-10,22071,Orleans,1,144,145,20,2287
15A,22077,Pointe Coupee,199,144,343,47,2473
11,22087,St. Bernard,157,144,301,42,2688
49,22105,Tangipahoa,95,144,239,33,3188
16,22005,Ascension,487,145,632,87,122
87,22027,Claiborne,13,145,158,22,682
9,22051,Jefferson,190,145,335,46,1387
12,22051,Jefferson,392,145,537,74,1420
44,22051,Jefferson,264,145,409,56,1443
38,22055,Lafayette,381,145,526,73,1590
64B,22055,Lafayette,256,145,401,55,8154
4-2,22071,Orleans,31,145,176,24,2082
9-14,22071,Orleans,7,145,152,21,2195
C28,22079,Rapides,65,145,210,29,2542
133,22105,Tangipahoa,213,145,358,49,3180
57,22109,Terrebonne,313,145,458,63,3267
2-9,22015,Bossier,160,146,306,42,309
405,22019,Calcasieu,606,146,752,104,497
1-53,22033,East Baton Rouge,391,146,537,74,942
14-2,22071,Orleans,68,146,214,30,2245
15-5,22071,Orleans,6,146,152,21,2350
17-2,22071,Orleans,25,146,171,24,2277
9-5A,22071,Orleans,0,146,146,20,2163
M06,22103,St. Tammany,540,146,686,95,3149
14,22111,Union,8,146,154,21,3361
6-3,22007,Assumption,13,147,160,22,9117
11-1,22009,Avoyelles,153,147,300,41,213
4-8B,22015,Bossier,631,147,778,107,311
66,22017,Caddo,427,147,574,79,468
1-107,22033,East Baton Rouge,138,147,285,39,850
3-15,22033,East Baton Rouge,506,147,653,90,885
15-K,22051,Jefferson,97,147,244,34,1282
14-7,22071,Orleans,158,147,305,42,2027
15-17A,22071,Orleans,74,147,221,30,2175
68,22073,Ouachita,66,147,213,29,2408
76,22073,Ouachita,329,147,476,66,2427
74,22105,Tangipahoa,293,147,440,61,3179
14,22109,Terrebonne,766,147,913,126,3326
371S,22019,Calcasieu,425,148,573,79,531
117,22051,Jefferson,286,148,434,60,1393
7-32,22071,Orleans,46,148,194,27,2125
53,22109,Terrebonne,94,148,242,33,3265
71,22109,Terrebonne,41,148,189,26,3266
1-GI,22051,Jefferson,146,149,295,41,1359
15-17B,22071,Orleans,89,149,238,33,2060
1-1,22127,Winn,7,149,156,22,3634
8-G,22051,Jefferson,59,150,209,29,1314
1,22053,Jefferson Davis,297,150,447,62,1537
16,22063,Livingston,318,150,468,65,1815
10-13,22071,Orleans,1,150,151,21,2301
17-4,22071,Orleans,13,150,163,22,2189
4-15,22071,Orleans,214,150,364,50,2111
9-13,22071,Orleans,6,150,156,22,2005
N10,22079,Rapides,588,150,738,102,2537
333,22019,Calcasieu,607,151,758,105,568
36,22027,Claiborne,48,151,199,27,686
3-34,22033,East Baton Rouge,363,151,514,71,806
11-4,22045,Iberia,58,151,209,29,1128
82,22051,Jefferson,250,151,401,55,1260
3-1,22061,Lincoln,103,151,254,35,1746
16-2,22071,Orleans,71,151,222,31,2349
5-17,22071,Orleans,135,151,286,39,2207
7-9A,22071,Orleans,2,151,153,21,1995
31,22073,Ouachita,199,151,350,48,2369
14,22077,Pointe Coupee,17,151,168,23,2458
6-1,22081,Red River,7,151,158,22,2585
30,22005,Ascension,62,152,214,30,146
2-3A,22015,Bossier,94,152,246,34,10075
5-1,22029,Concordia,108,152,260,36,711
213B,22051,Jefferson,158,152,310,43,1281
29-K,22051,Jefferson,148,152,300,41,1271
3-3,22057,Lafourche,363,152,515,71,1672
3-6,22057,Lafourche,354,152,506,70,1689
1-2,22069,Natchitoches,219,152,371,51,1955
13-16,22071,Orleans,36,152,188,26,2003
7-4,22071,Orleans,5,152,157,22,2017
30,22073,Ouachita,32,152,184,25,2388
1-14,22097,St. Landry,83,152,235,32,2863
4,22109,Terrebonne,347,152,499,69,3272
136,22017,Caddo,777,153,930,128,391
441,22019,Calcasieu,222,153,375,52,539
98,22051,Jefferson,353,153,506,70,1506
194A,22051,Jefferson,211,153,364,50,1434
7-W,22051,Jefferson,272,153,425,59,1449
6,22055,Lafayette,526,153,679,94,1541
13-9,22071,Orleans,89,153,242,33,2193
14-18A,22071,Orleans,95,153,248,34,2015
4-17,22071,Orleans,207,153,360,50,2311
5-18,22071,Orleans,165,153,318,44,1994
10,22073,Ouachita,22,153,175,24,2415
63,22073,Ouachita,133,153,286,39,2393
17,22077,Pointe Coupee,167,153,320,44,2479
S05,22103,St. Tammany,377,153,530,73,3050
8-8,22071,Orleans,5,154,159,22,2022
9A,22073,Ouachita,126,154,280,39,2406
49,22109,Terrebonne,31,154,185,26,3321
34,22005,Ascension,162,155,317,44,128
2-8,22009,Avoyelles,29,155,184,25,197
27,22017,Caddo,197,155,352,49,436
1-100,22033,East Baton Rouge,2,155,157,22,809
2-15,22033,East Baton Rouge,100,155,255,35,834
52,22051,Jefferson,397,155,552,76,1499
235,22051,Jefferson,56,155,211,29,1295
82,22055,Lafayette,366,155,521,72,1618
7-2,22061,Lincoln,648,155,803,111,1778
21,22065,Madison,3,155,158,22,1874
16-3,22071,Orleans,53,155,208,29,2354
6-7,22071,Orleans,5,155,160,22,2092
8-13,22071,Orleans,0,155,155,21,2230
9-39B,22071,Orleans,3,155,158,22,2211
9-9,22071,Orleans,12,155,167,23,2038
22A,22077,Pointe Coupee,414,155,569,79,2481
1,22005,Ascension,627,156,783,108,103
4-3,22029,Concordia,7,156,163,22,15542
1-35,22033,East Baton Rouge,173,156,329,45,859
35,22063,Livingston,248,156,404,56,1837
7,22073,Ouachita,536,156,692,95,2436
6-3,22097,St. Landry,119,156,275,38,2894
43,22119,Webster,198,156,354,49,3565
1-3A,22015,Bossier,275,157,432,60,303
2-21D,22015,Bossier,656,157,813,112,340
113,22017,Caddo,318,157,475,66,9763
66,22051,Jefferson,322,157,479,66,1386
15-14C,22071,Orleans,52,157,209,29,2146
16-1,22071,Orleans,29,157,186,26,2053
17-1,22071,Orleans,42,157,199,27,2343
54,22087,St. Bernard,108,157,265,37,2689
72A,22105,Tangipahoa,263,157,420,58,3190
51,22109,Terrebonne,319,157,476,66,3281
12,22111,Union,56,157,213,29,3343
1-3,22115,Vernon,291,157,448,62,3469
19,22121,West Baton Rouge,140,157,297,41,4963
13,22017,Caddo,511,158,669,92,377
1-8,22033,East Baton Rouge,170,158,328,45,826
3-29,22033,East Baton Rouge,408,158,566,78,934
71,22051,Jefferson,493,158,651,90,1445
73,22051,Jefferson,316,158,474,65,1430
3-K,22051,Jefferson,205,158,363,50,1273
31-K,22051,Jefferson,7,158,165,23,1460
12-5,22071,Orleans,60,158,218,30,2007
12-9,22071,Orleans,26,158,184,25,2280
N18,22079,Rapides,970,158,1128,156,2541
5-3,22089,St. Charles,144,158,302,42,2713
C06,22103,St. Tammany,113,158,271,37,3082
2-16,22015,Bossier,178,159,337,47,319
113,22055,Lafayette,207,159,366,51,15549
10-14,22071,Orleans,1,159,160,22,2152
8-1,22007,Assumption,478,160,638,88,148
9-1,22007,Assumption,407,160,567,78,164
26,22011,Beauregard,50,160,210,29,236
7-4,22013,Bienville,112,160,272,38,281
22,22017,Caddo,486,160,646,89,389
1-65,22033,East Baton Rouge,149,160,309,43,841
247,22051,Jefferson,161,160,321,44,1276
60,22055,Lafayette,134,160,294,41,1597
12-12,22071,Orleans,14,160,174,24,2096
14-19,22071,Orleans,75,160,235,32,2150
9-16,22071,Orleans,13,160,173,24,2061
9-43J,22071,Orleans,1,160,161,22,2151
3-2,22013,Bienville,59,161,220,30,271
137,22017,Caddo,259,161,420,58,421
1-74,22033,East Baton Rouge,539,161,700,97,860
57,22051,Jefferson,164,161,325,45,1384
4-K,22051,Jefferson,338,161,499,69,1457
7B,22063,Livingston,476,161,637,88,1846
11-12,22071,Orleans,2,161,163,22,2066
803,22103,St. Tammany,321,161,482,67,3065
M02,22103,St. Tammany,303,161,464,64,3120
74,22017,Caddo,2,162,164,23,428
6,22031,De Soto,9,162,171,24,752
1-49,22033,East Baton Rouge,455,162,617,85,898
1,22051,Jefferson,538,162,700,97,1413
16-K,22051,Jefferson,238,162,400,55,1497
39-2,22067,Morehouse,24,162,186,26,3687
1-3A,22097,St. Landry,172,162,334,46,2820
5A,22101,St. Mary,87,162,249,34,8163
1-4,22015,Bossier,390,163,553,76,317
339,22019,Calcasieu,452,163,615,85,566
44,22031,De Soto,47,163,210,29,753
1-18,22033,East Baton Rouge,4,163,167,23,770
74,22051,Jefferson,243,163,406,56,1508
63,22055,Lafayette,42,163,205,28,1600
68,22055,Lafayette,66,163,229,32,1553
1-5,22071,Orleans,52,163,215,30,2124
13-12,22071,Orleans,20,163,183,25,2142
104,22103,St. Tammany,614,163,777,107,3138
811,22103,St. Tammany,293,163,456,63,3040
901,22103,St. Tammany,187,163,350,48,3012
4,22119,Webster,2,163,165,23,3560
24,22017,Caddo,229,164,393,54,384
3-14,22033,East Baton Rouge,757,164,921,127,938
3-52,22033,East Baton Rouge,253,164,417,58,884
12-4,22071,Orleans,19,164,183,25,2041
12-6,22071,Orleans,41,164,205,28,2051
14-25,22071,Orleans,32,164,196,27,2056
7-27B,22071,Orleans,1,164,165,23,2329
9-28E,22071,Orleans,3,164,167,23,2213
9-43E,22071,Orleans,0,164,164,23,2248
9-8A,22071,Orleans,2,164,166,23,2032
817,22103,St. Tammany,463,164,627,87,3039
12A,22037,East Feliciana,33,165,198,27,14580
11-3,22057,Lafourche,478,165,643,89,1707
16-8,22071,Orleans,61,165,226,31,2144
9-4,22071,Orleans,7,165,172,24,2214
806,22103,St. Tammany,330,165,495,68,3075
S06,22103,St. Tammany,228,165,393,54,3021
123,22105,Tangipahoa,220,165,385,53,3218
38,22113,Vermilion,14,165,179,25,3388
24,22119,Webster,0,165,165,23,3553
79,22017,Caddo,86,166,252,35,434
311,22019,Calcasieu,5,166,171,24,595
368,22019,Calcasieu,658,166,824,114,509
2-31,22033,East Baton Rouge,28,166,194,27,912
19,22053,Jefferson Davis,346,166,512,71,1527
14-21,22071,Orleans,80,166,246,34,2229
C18,22079,Rapides,110,166,276,38,2502
C36,22079,Rapides,579,166,745,103,2549
6-2,22089,St. Charles,405,166,571,79,2739
S07,22103,St. Tammany,74,166,240,33,3008
369,22019,Calcasieu,350,167,517,71,538
34,22027,Claiborne,26,167,193,27,681
1-2,22029,Concordia,6,167,173,24,712
1-22,22033,East Baton Rouge,7,167,174,24,907
3060,22039,Evangeline,25,167,192,26,1012
3-5,22057,Lafourche,265,167,432,60,1664
14-10,22071,Orleans,123,167,290,40,2298
14-3,22071,Orleans,56,167,223,31,2037
15-14A,22071,Orleans,17,167,184,25,2102
8-1,22075,Plaquemines,180,167,347,48,16183
20A,22077,Pointe Coupee,441,167,608,84,2463
S17,22103,St. Tammany,365,167,532,73,3139
75,22017,Caddo,513,168,681,94,367
1-46,22033,East Baton Rouge,36,168,204,28,856
3-30,22033,East Baton Rouge,719,168,887,122,908
203,22051,Jefferson,138,168,306,42,1423
15-8,22071,Orleans,3,168,171,24,2284
2-1,22071,Orleans,83,168,251,35,2203
8-6,22071,Orleans,6,168,174,24,2116
9-23,22071,Orleans,1,168,169,23,2176
C9,22079,Rapides,2,168,170,23,2577
4-3,22099,St. Martin,356,168,524,72,2922
107,22105,Tangipahoa,71,168,239,33,3204
15,22107,Tensas,20,168,188,26,3254
33,22031,De Soto,168,169,337,47,718
17-K,22051,Jefferson,311,169,480,66,1502
20-K,22051,Jefferson,408,169,577,80,1266
4-8,22071,Orleans,46,169,215,30,2251
9-30A,22071,Orleans,5,169,174,24,2113
39,22073,Ouachita,408,169,577,80,2412
8-2,22085,Sabine,101,169,270,37,2652
5-5,22089,St. Charles,224,169,393,54,2734
3-1,22095,St. John the Baptist,78,169,247,34,2802
1-28,22097,St. Landry,253,169,422,58,2891
6-16A,22097,St. Landry,76,169,245,34,2874
115B,22105,Tangipahoa,12,169,181,25,3206
10,22109,Terrebonne,326,169,495,68,3311
4-10A,22117,Washington,6,169,175,24,3533
5-7,22003,Allen,0,170,170,23,70
31,22005,Ascension,153,170,323,45,110
10,22031,De Soto,231,170,401,55,737
6-1,22045,Iberia,123,170,293,40,1113
3-G,22051,Jefferson,219,170,389,54,1475
92,22055,Lafayette,378,170,548,76,1643
7-27,22071,Orleans,0,170,170,23,2028
914,22103,St. Tammany,78,170,248,34,3025
63,22017,Caddo,100,171,271,37,401
1-34,22033,East Baton Rouge,504,171,675,93,776
3-47,22033,East Baton Rouge,609,171,780,108,946
13,22035,East Carroll,5,171,176,24,968
2-3,22045,Iberia,166,171,337,47,1145
6-4,22071,Orleans,10,171,181,25,2039
7-6,22071,Orleans,16,171,187,26,2275
1-20,22097,St. Landry,67,171,238,33,2872
26,22119,Webster,136,171,307,42,3558
26,22005,Ascension,515,172,687,95,137
860S,22019,Calcasieu,273,172,445,61,528
126,22051,Jefferson,254,172,426,59,1473
3-1,22067,Morehouse,191,172,363,50,3681
8,22073,Ouachita,492,172,664,92,2424
62,22073,Ouachita,128,172,300,41,2401
1-15A,22097,St. Landry,2,172,174,24,2879
11,22105,Tangipahoa,52,172,224,31,3160
26,22105,Tangipahoa,35,172,207,29,3201
4-1A,22117,Washington,55,172,227,31,3522
2-15,22015,Bossier,29,173,202,28,337
5,22031,De Soto,43,173,216,30,761
9-1,22045,Iberia,186,173,359,50,1152
24,22047,Iberville,173,173,346,48,1188
170,22051,Jefferson,235,173,408,56,1279
9-28,22071,Orleans,2,173,175,24,2335
3-6,22099,St. Martin,45,173,218,30,2929
12,22107,Tensas,11,173,184,25,3259
